DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2011-0445-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jagw,,PHL,Philippines,South-eastern Asia,Asia,"Valencia area (Bukidnon district, Region X (Northern Mindanao) province)",,,No,No,No,,4.9,Moment Magnitude,7.904,125.195,,2011,11,7,2011,11,7,,3,25,,28,,,,,,,73.82275086,"[{""adm2_code"":24262,""adm2_name"":""Bukidnon""}]",2011-11-09,2023-09-25
2011-0467-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jamz,,TUR,Türkiye,Western Asia,Asia,Van province,,,No,No,No,,5.6,Moment Magnitude,38.429,43.229,,2011,11,9,2011,11,9,40,30,,75,105,,,,,,,73.82275086,"[{""adm1_code"":3093,""adm1_name"":""Van""}]",2011-11-21,2023-09-25
2011-0512-MEX,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jc1y,,MEX,Mexico,Latin America and the Caribbean,Americas,Guerrero province,,,No,No,No,,6.5,Moment Magnitude,17.986,-99.789,,2011,12,11,2011,12,11,2,2,150,,152,,,,,,,73.82275086,"[{""adm1_code"":2039,""adm1_name"":""Guerrero""}]",2011-12-19,2023-09-25
2011-0601-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000j6a4,,CHN,China,Eastern Asia,Asia,"Jiashi Xian, Kashi Shi areas (Kashgar district, Xinjiang Uygur Zizhiqu province)",,,No,No,No,,5.6,Moment Magnitude,39.955,77.028,,2011,8,11,2011,8,11,,26,855,735,1616,,,,,,,73.82275086,"[{""adm2_code"":13289,""adm2_name"":""Kashgar""}]",2014-03-12,2023-09-25
2012-0020-PER,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000je5n,,PER,Peru,Latin America and the Caribbean,Americas,"Ica, Chincha, Pisco districts (Ica province), Canete district (Lima province)",,,No,No,No,,6.4,Moment Magnitude,-14.168,-75.635,,2012,1,30,2012,1,30,,145,2905,1385,4435,,,,,,,75.3503857,"[{""adm2_code"":24103,""adm2_name"":""Chincha""},{""adm2_code"":24104,""adm2_name"":""Ica""},{""adm2_code"":24107,""adm2_name"":""Pisco""},{""adm2_code"":24134,""adm2_name"":""Cañete""}]",2013-02-01,2023-09-25
2012-0031-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2012-000018|USGS:usp000jejw,,PHL,Philippines,South-eastern Asia,Asia,"Tayasan area (Negros Oriental district, Region VII (Central Visayas) province)",,"Slide (land, mud, snow, rock)",No,No,No,220,6.7,Moment Magnitude,9.999,123.206,,2012,2,6,2012,2,6,113,112,320165,,320277,,,,,8900,11811,75.3503857,"[{""adm2_code"":24254,""adm2_name"":""Negros Oriental""}]",2012-02-21,2023-09-25
2012-0097-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,Simeulue district (Nangroe Aceh Darussalam province),,,No,No,No,,8.6,Moment Magnitude,2.327,93.063,,2012,4,11,2012,4,11,7,107,,,107,,,,,,,75.3503857,"[{""adm2_code"":73850,""adm2_name"":""Simeulue""}]",2014-01-15,2023-09-25
2012-0124-MEX,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jghj,,MEX,Mexico,Latin America and the Caribbean,Americas,"Guerrero, Oaxaca, Mexico provinces",,,No,No,No,,7.4,Moment Magnitude,16.493,-98.231,,2012,3,20,2012,3,20,2,11,45000,4000,49011,,,160000,212341,320000,424683,75.3503857,"[{""adm1_code"":2039,""adm1_name"":""Guerrero""},{""adm1_code"":2042,""adm1_name"":""Mexico""},{""adm1_code"":2047,""adm1_name"":""Oaxaca""}]",2014-04-03,2023-09-25
2012-0126-CHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jgsw,,CHL,Chile,Latin America and the Caribbean,Americas,"Parral town (Linares district, Maule province), Santiago district (Metropolitana province), Biobio district (Biobio province)",,,No,No,No,,7.1,Moment Magnitude,-35.2,-72.217,,2012,3,25,2012,3,25,1,14,24283,,24297,,,,,100000,132713,75.3503857,"[{""adm2_code"":12945,""adm2_name"":""Biobio""},{""adm2_code"":12965,""adm2_name"":""Linares""},{""adm2_code"":12971,""adm2_name"":""Santiago""}]",2014-03-27,2023-09-25
2012-0142-ITA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jkn8,,ITA,Italy,Southern Europe,Europe,"Finale Emilia, Mirandola towns (Modena Province, Emilia-romagna Region), Sant'Agostino area (Ferrara province, Emilia-romagna Region)",,,No,No,No,,6,Moment Magnitude,44.89,11.23,,2012,5,20,2012,5,20,7,50,11000,,11050,,,1300000,1725273,15800000,20968705,75.3503857,"[{""adm2_code"":18335,""adm2_name"":""Ferrara""},{""adm2_code"":18337,""adm2_name"":""Modena""}]",2012-07-06,2023-09-25
2012-0151-TJK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2012-000082|USGS:usp000jkc4,,TJK,Tajikistan,Central Asia,Asia,"Darbanskiy, Garmskiy, Tavildara districts (Tadzhikistan Territories province)",,,No,No,No,,5.7,Moment Magnitude,38.612,70.354,,2012,5,13,2012,5,13,2,,2531,,2531,,,,,,,75.3503857,"[{""adm2_code"":37617,""adm2_name"":""Darbanskiy""},{""adm2_code"":37619,""adm2_name"":""Garmskiy""},{""adm2_code"":37627,""adm2_name"":""Tavildara""}]",2012-07-06,2023-09-25
2012-0152-BGR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2012-000086|USGS:usp000jkrw,,BGR,Bulgaria,Eastern Europe,Europe,"Pernik town (Pernik Province), Sofia town (Sofia-city Province)",,,No,No,No,,5.6,Moment Magnitude,42.645,22.968,,2012,5,22,2012,5,22,,70,140,,210,,,,,,,75.3503857,"[{""adm1_code"":713,""adm1_name"":""Pernik""},{""adm1_code"":723,""adm1_name"":""Sofia-city""}]",2012-07-23,2023-09-25
2012-0162-ITA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2012-000090|USGS:usp000jm2n,,ITA,Italy,Southern Europe,Europe,Modena Province (Emilia-romagna Region),,,No,No,No,,5.8,Moment Magnitude,44.851,11.086,,2012,5,29,2012,5,29,17,350,,14000,14350,,,1300000,1725273,,,75.3503857,"[{""adm2_code"":18337,""adm2_name"":""Modena""}]",2012-07-06,2023-09-25
2012-0164-AFG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jmmc,,AFG,Afghanistan,Southern Asia,Asia,"Burka, Mullah Jan villages (Burka district, Baghlan province) Nahrin, Guzargah-e-Nur, Khost Wa Fereng, Khwajahejran districts (Baghlan province)",,"Slide (land, mud, snow, rock)",No,No,No,,5.7,Moment Magnitude,36.023,69.351,,2012,6,11,2012,6,11,75,13,2965,570,3548,,,,,,,75.3503857,"[{""adm2_code"":3468,""adm2_name"":""Burka""},{""adm2_code"":99984,""adm2_name"":""Nahrin""},{""adm2_code"":99985,""adm2_name"":""Khwajahejran""},{""adm2_code"":99987,""adm2_name"":""Guzargah-e- Nur""},{""adm2_code"":100020,""adm2_name"":""Khost Wa Fereng""}]",2014-02-28,2024-08-27
2012-0190-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jn65,,CHN,China,Eastern Asia,Asia,"Ninglang Yi Zizhixian area (Liangshan Yi district, Sichuan Sheng province), Yanyuan Xian area (Lijiang district, Yunnan Sheng province)",,,No,No,No,,5.5,Moment Magnitude,27.767,100.781,,2012,6,24,2012,6,24,4,394,33840,,34234,,,,,300000,398140,75.3503857,"[{""adm2_code"":13272,""adm2_name"":""Liangshan Yi""},{""adm2_code"":13315,""adm2_name"":""Lijiang""}]",2013-03-28,2023-09-25
2012-0191-AZE,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jk44,,AZE,Azerbaijan,Western Asia,Asia,"Balaken, Gakh, Zagatala districts (Shaki-Zaqatala province)",,,No,No,No,,5.6,Moment Magnitude,41.549,46.789,,2012,5,7,2012,5,7,,50,15500,,15550,,,,,,,75.3503857,"[{""adm2_code"":499,""adm2_name"":""Balaken""},{""adm2_code"":515,""adm2_name"":""Gakh""},{""adm2_code"":558,""adm2_name"":""Zagatala""}]",2013-02-01,2023-09-25
2012-0275-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2012-000136|USGS:usp000jq5p,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Varzeghan village (Ahar district, East Azarbayejan province), Heris, Tabriz districts (East Azarbayejan province)",,,No,No,No,28540,6.4,Moment Magnitude,38.329,46.826,,2012,8,11,2012,8,11,306,2006,59540,,61546,,,,,500000,663567,75.3503857,"[{""adm2_code"":40867,""adm2_name"":""Ahar""},{""adm2_code"":40973,""adm2_name"":""Heris""},{""adm2_code"":41121,""adm2_name"":""Tabriz""}]",2013-03-08,2023-09-25
2012-0321-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jrky,,PHL,Philippines,South-eastern Asia,Asia,"Valencia, Maramag areas (Bukidnon district, Region X (Northern Mindanao) province)",,,No,No,No,,5.7,Moment Magnitude,7.905,125.044,,2012,9,4,2012,9,4,,1,4000,,4001,,,,,,,75.3503857,"[{""adm2_code"":24262,""adm2_name"":""Bukidnon""}]",2012-09-06,2023-09-25
2012-0338-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jncx,,CHN,China,Eastern Asia,Asia,Xinjiang Uygur Zizhiqu province,,,No,No,No,,6.3,Moment Magnitude,43.433,84.7,,2012,6,29,2012,6,29,,52,155000,,155052,,,,,68000,90245,75.3503857,"[{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""}]",2013-02-05,2023-09-25
2012-0343-CRI,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2012-000160|USGS:usp000jrsw,,CRI,Costa Rica,Latin America and the Caribbean,Americas,"Abangares, Carillo, Hojancgan, Liberia, Nicoya, Nandayure, Santacruz districts (Guanacaste province), Alajuela, Alafaro Ruiz, Atenas, Grecia, Naranjo, Poas, San Carlos, San Ramon, Valverde Vega, Upala districts (Alajuela province), Acosta, Puriscal, San Jose districts (San Jose province), Limon districts (Limon province), Barva, Sarapiqui districts (Heredia province), Aguirre, Garabito, Puntaneras districts (Puntarenas province)",,,No,No,No,,7.6,Moment Magnitude,10.085,-85.315,,2012,9,5,2012,9,5,2,225,537,,762,,,32000,42468,45000,59721,75.3503857,"[{""adm2_code"":14470,""adm2_name"":""Alajuela""},{""adm2_code"":14471,""adm2_name"":""Alfaro Ruiz""},{""adm2_code"":14472,""adm2_name"":""Atenas""},{""adm2_code"":14473,""adm2_name"":""Grecia""},{""adm2_code"":14476,""adm2_name"":""Naranjo""},{""adm2_code"":14479,""adm2_name"":""Poas""},{""adm2_code"":14480,""adm2_name"":""San Carlos""},{""adm2_code"":14482,""adm2_name"":""San Ramon""},{""adm2_code"":14483,""adm2_name"":""Upala""},{""adm2_code"":14484,""adm2_name"":""Valverde Vega""},{""adm2_code"":14493,""adm2_name"":""Abangares""},{""adm2_code"":14496,""adm2_name"":""Carrillo""},{""adm2_code"":14497,""adm2_name"":""Hojancha""},{""adm2_code"":14499,""adm2_name"":""Liberia""},{""adm2_code"":14500,""adm2_name"":""Nandayure""},{""adm2_code"":14501,""adm2_name"":""Nicoya""},{""adm2_code"":14502,""adm2_name"":""Santa Cruz""},{""adm2_code"":14515,""adm2_name"":""Limon""},{""adm2_code"":14520,""adm2_name"":""Aguirre""},{""adm2_code"":14525,""adm2_name"":""Garabito""},{""adm2_code"":14530,""adm2_name"":""Puntarenas""},{""adm2_code"":14531,""adm2_name"":""Acosta""},{""adm2_code"":14544,""adm2_name"":""Puriscal""},{""adm2_code"":14545,""adm2_name"":""San Jose""}]",2014-03-25,2023-09-25
2012-0350-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jrwu,,CHN,China,Eastern Asia,Asia,"Yiliang area (Zhaotong district, Yunnan Sheng province), Weining area (Bijie district, Guizhou Sheng province)",,,No,No,No,,5.5,Moment Magnitude,27.575,103.983,,2012,9,7,2012,9,7,81,821,744000,,744821,,,45000,59721,1000000,1327133,75.3503857,"[{""adm2_code"":13068,""adm2_name"":""Bijie""},{""adm2_code"":13306,""adm2_name"":""Zhaotong""}]",2014-03-12,2023-09-25
2012-0397-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jp7n,,CHN,China,Eastern Asia,Asia,Yangzhou district (Jiangsu Sheng province),,,No,No,No,,4.9,Moment Magnitude,32.978,119.593,,2012,7,20,2012,7,20,1,2,2530,78,2610,,,,,,,75.3503857,"[{""adm2_code"":13153,""adm2_name"":""Yangzhou""}]",2012-10-23,2023-09-25
2012-0398-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jqf3,,IDN,Indonesia,South-eastern Asia,Asia,"Lindu village (Sigi area, Donggala district, Sulawesi Tengah province)",,,No,No,No,,6.3,Moment Magnitude,-1.315,120.096,,2012,8,18,2012,8,18,6,43,5485,2355,7883,,,,,,,75.3503857,"[{""adm2_code"":73671,""adm2_name"":""Donggala""}]",2014-02-26,2023-09-25
2012-0407-GTM,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jv5f,,GTM,Guatemala,Latin America and the Caribbean,Americas,"San Marcos, Quetzaltenango, Solola, Retalhuleu, Quiché, Totonicapan, Huehuetenango, Suchitepequez, Chimaltenango, Sacatepequez, Guatemala provinces",,,Yes,No,Yes,,7.4,Moment Magnitude,13.988,-91.895,,2012,11,7,2012,11,7,44,178,1321564,,1321742,,,,,210000,278698,75.3503857,"[{""adm1_code"":64821,""adm1_name"":""Guatemala""},{""adm1_code"":64823,""adm1_name"":""Sacatepéquez""},{""adm1_code"":64824,""adm1_name"":""Chimaltenango""},{""adm1_code"":64827,""adm1_name"":""Sololá""},{""adm1_code"":64828,""adm1_name"":""Totonicapán""},{""adm1_code"":64829,""adm1_name"":""Quetzaltenango""},{""adm1_code"":64830,""adm1_name"":""Suchitepéquez""},{""adm1_code"":64831,""adm1_name"":""Retalhuleu""},{""adm1_code"":64832,""adm1_name"":""San Marcos""},{""adm1_code"":64833,""adm1_name"":""Huehuetenango""},{""adm1_code"":64834,""adm1_name"":""Quiché""}]",2014-07-29,2023-09-25
2012-0417-MMR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2012-000190|USGS:usp000jvbq,,MMR,Myanmar,South-eastern Asia,Asia,"Chaung-U area (Monywa district, Sagaing province), Kyaukmyaung village (Shwebo district, Sagaing province), Myaung area (Sagaing district, Sagaing province), Mogok, Singu, Thabeikkyin areas (Pyin-Oo-Lwin district, Mandalay province), Kyaukse district (Mandalay province)",,"Slide (land, mud, snow, rock)",No,No,No,,6.8,Moment Magnitude,23.005,95.885,,2012,11,11,2012,11,11,38,231,1255,,1486,,,,,1170,1553,75.3503857,"[{""adm2_code"":41801,""adm2_name"":""Kyaukse""},{""adm2_code"":41806,""adm2_name"":""Pyin-Oo-Lwin""},{""adm2_code"":41819,""adm2_name"":""Monywa""},{""adm2_code"":41820,""adm2_name"":""Sagaing""},{""adm2_code"":41821,""adm2_name"":""Shwebo""}]",2014-03-27,2023-09-25
2012-0431-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jr83,,PHL,Philippines,South-eastern Asia,Asia,"Guian town (Eastern Samar district, Region VIII (Eastern Visayas) province)",,,No,No,No,,7.6,Moment Magnitude,10.811,126.638,,2012,8,31,2012,8,31,1,10,28869,,28879,,,,,3244,4305,75.3503857,"[{""adm2_code"":24257,""adm2_name"":""Eastern Samar""}]",2013-02-06,2023-09-25
2012-0502-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jwga,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Zohan, Ghayen villages (Gaenat district, Khorasan province), Zirkooh, Hoserobat (Birjand district, Khorasan province)",,,No,No,No,,5.8,Moment Magnitude,33.506,59.571,,2012,12,5,2012,12,5,6,23,5500,,5523,,,,,,,75.3503857,"[{""adm2_code"":40909,""adm2_name"":""Birjand""},{""adm2_code"":40959,""adm2_name"":""Gaenat""}]",2013-01-03,2023-09-25
2012-0536-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jwm5,,CHN,China,Eastern Asia,Asia,Xinjiang Uygur Zizhiqu province,,,No,No,No,,5.3,Moment Magnitude,38.745,88.098,,2012,12,7,2012,12,7,,,5500,,5500,,,,,96000,127405,75.3503857,"[{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""}]",2013-01-30,2023-09-25
2012-0545-AZE,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jkjw,,AZE,Azerbaijan,Western Asia,Asia,"Zagatala, Gakh districts (Shaki-Zaqatala province)",,,No,No,No,,5.1,Moment Magnitude,41.439,46.789,,2012,5,18,2012,5,18,,,,6949,6949,,,,,,,75.3503857,"[{""adm2_code"":515,""adm2_name"":""Gakh""},{""adm2_code"":558,""adm2_name"":""Zagatala""}]",2013-02-01,2023-09-25
